nowadays	adverb	/ˈnaʊədeɪz/	中古英语 nou adayes（now 加 on days 的属格式）	at the present time, in contrast with the past	老照片里街上全是自行车，同一条街上已经挤满了汽车	如今/现在/这些年	Nowadays most people pay by phone.|Few children walk to school nowadays.	in the days we are living through – 眼下过着的这些日子	如今：拿从前作比，说眼下这个时候|现在：单指当下这个时间点|这些年：把当下摊成一段时间来说
nowhere	adverb	/ˈnəʊweə/	古英语 nāhwǣr（nā 不 + hwǣr 何处）	in, at, or to no place	三条路岔开，走到头都是同一面墙，回头连来路也找不着	无处/哪里都不/毫无进展	The key was nowhere to be found.|The talks got nowhere after three days.	not any place at all – 没有一处地方	无处：找遍各处都挑不出那个地方|哪里都不：动作没有可去的方向|毫无进展：事情走不出去，等于原地没动
nucleus	noun	/ˈnjuːkliəs/	拉丁语 nucleus（果核、仁）← nux（属格 nucis：坚果）	the central part of something, around which other parts gather	掰开一颗桃，肉剥净了，中间还剩一个硬的，里头裹着仁	核心/原子核/细胞核	These ten players formed the nucleus of the team.|Electrons move around the nucleus of an atom.	the hard middle that everything else sits around – 别的东西都围着的那个正中	核心：一摊事里最要紧、别的都围着它转的那部分|原子核：原子正中带正电、占住几乎全部质量的那一小团|细胞核：细胞中央那颗包着遗传物质的球
nuisance	noun	/ˈnjuːsns/	古法语 nuisance（损害）← nuire（伤害）← 拉丁语 nocere（害）	a person or thing that annoys you or causes trouble	邻居的狗一到半夜就叫，隔着一层墙也睡不成	讨厌的人/麻烦事	Her little brother can be a real nuisance.|Barking dogs are a nuisance at night.	something that keeps getting in your way – 老来烦你、挡你事的那样东西	讨厌的人：一露面就让人皱眉的那个人|麻烦事：单看不算大，却反复添堵的事
nut	noun	/nʌt/	古英语 hnutu ← 原始日耳曼语 *hnut-（带硬壳的果）	a fruit with a hard shell and an edible kernel inside	壳在石头上一磕就裂，里头那块完整地掉出来	坚果/螺母	He cracked the nuts with a stone.|Tighten the nut with a spanner.	a hard shell with something good inside – 硬壳里裹着能吃的那一块	坚果：外头一层硬壳、里头一粒能吃的果实|螺母：套在螺栓上拧紧的那个带孔小件，形状像那层壳
nylon	noun	/ˈnaɪlɒn/	1938 年杜邦公司为新合成纤维造的商品名，字母组合是拟造的，无更早词源	a strong artificial fibre used for cloth, rope and brushes	一双极薄的白丝袜，用力抽也不断，泡了水第二天就干	尼龙	Her nylon stockings tore at the heel.|The rope is made of nylon.	man-made thread that will not rot – 人造的丝，不烂不朽	尼龙：从石油里合成出来的细丝，结实、不吸水、不发霉
oak	noun	/əʊk/	古英语 āc ← 原始日耳曼语 *aikō（栎树）	a large hardwood tree, or the wood from it	树干粗得两人抱不过来，秋天地上滚着一层带小帽的果子	橡树/橡木	An old oak stood behind the house.|The table is solid oak.	slow-grown tree with heavy hard wood – 长得慢、木头沉硬的那种树	橡树：树身粗、结带帽小果的那种树|橡木：从这种树上锯下来的木料，沉、硬、耐用
oar	noun	/ɔː/	古英语 ār ← 原始日耳曼语 *airō（划水的杆）	a long pole with a flat end, used to row a boat	两根长杆搭在船帮上，一头没进水里，往后一推船就往前蹿	桨/橹	He pulled hard on the oars.|One oar slipped into the water.	a shaft that pushes water back – 把水往后推的那根杆	桨：两手各持一根、坐着往后划的那种|橹：架在船尾摇的那种长杆，靠左右摆动推水
obsolete	adjective	/ˈɒbsəliːt/	拉丁语 obsoletus 是 obsolescere（渐渐没人用了）的分词：ob-（离开）+ solere（惯常）	no longer used because something newer has replaced it	抽屉里一台放磁带的机子，插头的形状连插座都对不上	过时的/废弃的	Fax machines are almost obsolete now.|The software became obsolete within five years.	dropped out of use, left behind by newer things – 被新东西顶下去、没人再用	过时的：还在，但已经跟不上眼下的做法|废弃的：彻底停用，连修都没人再修
ocean	noun	/ˈəʊʃn/	古法语 occean ← 拉丁语 oceanus ← 希腊语 Ōkeanos（环绕大地的外海）	a very large area of salt water covering much of the earth	船开了三天，四面还是水连着天，望远镜里也看不见陆地	海洋/大海	They crossed the ocean in ten days.|Oceans cover most of the planet.	salt water so wide no shore shows – 宽到看不见岸的那片咸水	海洋：地球上连成一片的大片咸水|大海：站在岸上望出去那一片无边的水面
odd	adjective	/ɒd/	古诺斯语 oddi（三角形突出的那个角，也指落单的数）← 原始日耳曼语 *uzdaz（尖头）	strange, or not able to be divided into two equal whole numbers	鞋架上剩下两只，一只黑一只棕，配不成一对	奇怪的/单数的/零散的	It is odd that nobody called.|Three and five are odd numbers.	left over without a match – 落了单，配不上对	奇怪的：跟周围的东西对不上，显得不合套|单数的：分成两份总要多出一个的那类数|零散的：不成套不成整的，如零活零钱
odds	noun	/ɒdz/	odd 的复数形，16 世纪起表「两边不相等的那个差」；odd ← 古诺斯语 oddi（尖角、落单的数）	how likely something is to happen, or the ratio used in betting	赛马场的牌子上写着一比二十，押十块中了赔两百	可能性/赔率/胜算	The odds of winning are very low.|He beat the odds and finished first.	how far the two sides stand apart – 两边差着多少	可能性：事情成或不成的那个大小|赔率：庄家按这个差定出的赔付比例|胜算：自己那一边赢的机会有多大
odor	noun	/ˈəʊdə/	古法语 odor ← 拉丁语 odor（闻到的那一下）	a smell, especially one that is strong or unpleasant	冰箱门一开，一股酸涩的空气扑到脸上，人往后退了半步	气味/臭味	A strange odor came from the sink.|The room still had an odor of smoke.	what the nose picks up from the air – 鼻子从空气里接到的那一下	气味：飘在空气里、鼻子能分辨出的那一种|臭味：其中难闻的那一类，如汗味和腐味
offset	verb / noun	/ˌɒfˈset/	由 off（离开）与 set（放置）复合，16 世纪中见于英语，后用于账目上「另记一笔抵掉」	to balance one thing against another so the effect is cancelled	天平一边压下去，另一边加上等量的砂子，指针回到中间	抵消/弥补/偏移量	Higher wages offset the rising prices.|We planted trees to offset our emissions.	put an equal amount on the other side – 另一边放上一样多的	抵消：两笔相反的量对冲掉，剩下接近零|弥补：拿一样东西把亏掉的那部分填上|偏移量：名词用法，两点之间错开的那段距离
oil	noun / verb	/ɔɪl/	古法语 oile ← 拉丁语 oleum（橄榄油）← 希腊语 elaion（橄榄油）	a thick slippery liquid that does not mix with water	手指在瓶口一抹，滑得捏不住，纸上按一下留个透亮的圈	油/石油/上油	She fried the fish in hot oil.|The country exports oil and gas.	slippery liquid that will not join water – 不肯跟水掺在一起的滑液	油：滑腻、不溶于水的那类液体，做饭和润滑都用|石油：从地下采出来的那种原油，可炼成燃料|上油：动词用法，往轴或铰链上抹一层让它顺滑
old	adjective	/əʊld/	古英语 ald（麦西亚方言）与 eald ← 原始日耳曼语 *althaz（长足了年岁的）	having lived or existed for a long time	木箱四角磨圆了，漆掉了一半，铰链一动就响	年老的/旧的/古老的	My grandfather is very old now.|They live in an old stone house.	has been around a long time – 已经存在了很长一段时间	年老的：人或动物活了很多年|旧的：东西用得久了，磨损或跟不上眼下|古老的：年代久远，从很早就一直传下来
oneself	pronoun	/wʌnˈself/	由 one（一个人）与 self（自身）合成，16 世纪起见于英语	the same person as the subject, used when no particular person is named	屋里没人帮忙，箱子只能一趟趟搬，抬一头歇一下	自己/亲自	One should not blame oneself too much.|It is best to see it oneself.	the doer and the one done to are the same – 做的和受的是同一个人	自己：动作绕回到发出动作的那个人身上|亲自：不托别人，本人出面去做
onto	preposition	/ˈɒntu/	由 on（在上面）与 to（到）合成，18 世纪起写作一个词	moving to a position on the surface of something	猫从地上一跃，四只脚正落在窗台上，尾巴还在晃	到…上面/察觉	The cat jumped onto the table.|Police were onto him within a week.	movement that ends resting on a surface – 动到一个面上停住	到…上面：动作结束时人或物停在某个面上|察觉：be onto somebody 里指看出对方在干什么
opaque	adjective	/əʊˈpeɪk/	拉丁语 opacus（遮着阴的、暗的）	not allowing light through, or hard to understand	磨砂玻璃后头有人走过，只剩一团深色影子在动	不透明的/晦涩的	The bathroom window is opaque.|His explanation stayed opaque to me.	light stops at it – 光走到这儿就过不去了	不透明的：挡光，隔着它看不见后头|晦涩的：话或文字像挡了光，读了也看不明白
open	adjective / verb	/ˈəʊpən/	古英语 open ← 原始日耳曼语 *upana-（掀起来的、朝上敞着的），与 up 同源	not closed, or to make something not closed	门被风吹得敞了一条缝，桌上的纸一张飞到地上	打开/开着的/公开的	Please open the window a little.|The shop is open until nine.	nothing blocking the way in or out – 进出没有东西挡着	打开：动词，把挡着的那样东西挪开|开着的：状态上没关，人和东西过得去|公开的：不遮不藏，谁都可以知道或参加
opening	noun	/ˈəʊpnɪŋ/	由 open（敞开）加 -ing 构成，古英语已有 openung	a gap or hole, or the first part of something	墙上裂了一道缝，光从那儿漏进来，落成细长一条	开口/开始/空缺	Rain came in through an opening in the roof.|The opening of the film was very slow.	a place or moment where something is opened – 被敞开的那个口子或那一下	开口：物体上豁开的那个孔或缝|开始：一件事最前面的那一段|空缺：位置上空出来的一个名额
opinion	noun	/əˈpɪnjən/	古法语 opinion ← 拉丁语 opinionem ← opinari（认为、揣度）	what someone thinks about something, not proved fact	五个人围着同一张图，各说了一句，说的都不一样	意见/看法/评价	In my opinion the price is too high.|Doctors differ in their opinions here.	what a person holds to be so – 一个人心里认定的那个说法	意见：对某事表明的主张，可以被反驳|看法：同一件事在各人眼里的不同样子|评价：对人或物的好坏下的判断
oral	adjective / noun	/ˈɔːrəl/	晚期拉丁语 oralis ← 拉丁语 os（属格 oris：嘴）	spoken rather than written, or relating to the mouth	考场里没有卷子，考官问一句，学生答一句，全程只出声	口头的/口腔的/口试	The oral part of the exam lasts ten minutes.|Take the medicine by oral route.	done with the mouth, not on paper – 用嘴办的，不落在纸上	口头的：话说出来就算，不写下来|口腔的：与嘴里那一块相关的，如卫生和用药|口试：名词用法，靠一问一答定成绩的那场考试
orange	noun / adjective	/ˈɒrɪndʒ/	古法语 orenge ← 古普罗旺斯语 auranja ← 阿拉伯语 nāranj ← 波斯语 nārang ← 梵语 nāraṅga	a round citrus fruit with a thick skin, or its colour	剥皮时喷出一小股细雾，指甲缝里留着一层黄亮的碎皮	橙子/橙色	He peeled an orange for the child.|She wore an orange scarf.	thick-skinned citrus and the colour it gives – 厚皮的柑果，和它给出的那个颜色	橙子：厚皮、分瓣、味甜带酸的那种果子|橙色：这种果皮的颜色，落在红与黄之间
orbit	noun / verb	/ˈɔːbɪt/	拉丁语 orbita（车轮压出的辙）← orbis（圆、环）	the curved path of an object going around a planet or star	卫星每九十分钟从头顶过一次，画出的那条线首尾接上了	轨道/环绕/势力范围	The satellite stays in orbit for years.|The moon orbits the earth once a month.	a closed path that comes back on itself – 绕一圈又回到起点的那条线	轨道：天体或飞行器绕行时走的那条固定线路|环绕：动词用法，沿着这条线一圈圈转|势力范围：把人或国家的影响圈也说成这样一条绕圈的线
orchard	noun	/ˈɔːtʃəd/	古英语 ortgeard（种树的院子）：geard 是院子，ort 的来源有两说，或出拉丁语 hortus（园），或出本族 wyrt（草木）	a piece of land planted with fruit trees	一排排树间距一样宽，枝子压得很低，地上落了不少果子	果园/果林	They picked apples in the orchard.|The old orchard has thirty trees.	a yard given over to fruit trees – 让给果树的一块院地	果园：成片栽果树、专为收果子的地|果林：同一片地，着眼于树连成林的样子
ore	noun	/ɔː/	古英语 ār（铜、黄铜）与 ōra（未炼的金属块）合流 ← 原始日耳曼语 *aiz-	rock or earth from which metal can be taken	一块灰扑扑的石头掰开，断面上闪出几点金属亮斑	矿石/矿砂	The mine still produces iron ore.|Ore is crushed before it is melted.	stone with metal still locked inside – 金属还锁在里头的石头	矿石：含可炼金属的岩块，要先碎再熔|矿砂：碎成砂粒状的那种，便于装运和入炉
ornament	noun / verb	/ˈɔːnəmənt/	古法语 ornement ← 拉丁语 ornamentum ← ornare（装备、点饰）	something added only to make a thing look better	架上那只小瓷马，不装东西也不挡风，摆着只为看	装饰品/点缀/装饰	Glass ornaments hung on the tree.|Carved birds ornament the door frame.	added for looks, not for use – 添上去只图好看，不派用处	装饰品：单独摆着供人看的那件小东西|点缀：在整体上添的那一点，免得太空|装饰：动词用法，把这类东西加到物件上去
orphan	noun / verb	/ˈɔːfn/	晚期拉丁语 orphanus ← 希腊语 orphanos（失去双亲的）	a child whose parents have died	名单上家长那一栏画着横线，来接他的是穿制服的陌生人	孤儿/使成孤儿	The war left many children orphans.|She was orphaned at the age of six.	a child left with no parents – 父母都不在了的孩子	孤儿：父母双亡、无人照管的孩子|使成孤儿：动词用法，多用被动，指灾祸夺走了父母
orthodox	adjective	/ˈɔːθədɒks/	希腊语 orthodoxos ＝ orthos（直、正）+ doxa（看法）	following the accepted or traditional way of thinking	老师父按祖上定下的步骤做，多一道少一道都要重来	正统的/传统的/东正教的	This is not orthodox medical practice.|He holds fairly orthodox views on teaching.	holding the view counted as the right one – 守着被公认为正的那一套	正统的：与公认标准一致，不出偏|传统的：照旧例来，沿着老路子做|东正教的：大写时指基督教那一支教会及其信众
ought	verb	/ɔːt/	古英语 āhte 是 āgan（拥有、欠着）的过去式 ← 原始日耳曼语 *aiganan	used to say that something is a duty or the right thing to do	借来的书压在桌角三个月，每回看见都觉得心里欠着一笔	应该/应当	You ought to call her tonight.|We ought not to waste this chance.	a debt of conduct still unpaid – 行为上欠着的一笔账	应该：按情理或责任讲，这件事得做|应当：同一个意思，语气正式些，多见于规定
ours	pronoun	/ˈaʊəz/	古英语 ūre（我们的）加中古英语的 -s	the thing or things belonging to us	停车场里两辆车一个颜色，钥匙一按，响的那辆才是自家的	我们的	Ours is the red car near the gate.|Their garden is bigger than ours.	the one on our side of the line – 归我们这边的那个	我们的：不再重复 our 加名词，单用一个词指归属我方的那样东西
outbreak	noun	/ˈaʊtbreɪk/	由 out（向外）与 break（破开）复合，约 1600 年起见于英语	the sudden start of something bad, such as disease or war	一个村子三天里躺倒四十个人，卫生所门口连夜拉起隔离带	爆发/暴发	An outbreak of flu closed the school.|The outbreak of war changed everything.	something bad breaking out all at once – 坏事一下子破开涌出来	爆发：战事或骚乱突然起来并铺开|暴发：疫病在短时间内大量出现
outcome	noun	/ˈaʊtkʌm/	中古英语 outcome（出来的那样东西），由 out（出）与 come（来）复合，「结果」一义 18 世纪起通用	the way a thing finally turns out	比赛哨响之后，记分牌上那两个数字不再动了	结果/结局/成效	Nobody knew the outcome of the vote.|The outcome depends on the weather.	what comes out at the end – 到末了走出来的那个样子	结果：事情做完后落定的那个情形|结局：着眼于终局，带收尾的意思|成效：看有没有达到原先想要的那个目标
outdoor	adjective	/ˈaʊtdɔː/	由 out（在外）与 door（门）复合，18 世纪起通用；door ← 古英语 duru ← 原始日耳曼语 *dur-	happening or used in the open air, not inside a building	桌椅摆在草地上，头顶没有顶棚，风把桌布掀起一角	户外的/室外的	They planned an outdoor wedding.|He bought outdoor gear for the trip.	on the outer side of the door – 在门外那一侧	户外的：活动放在屋子外头，露天进行|室外的：位置上与屋里相对的那一边
