W	assistance	noun	/əˈsɪstəns/	sta	as-（ad- 靠近）+ sist（sistere 立）+ -ance → 站到旁边把力气借出去 → 援助	拉丁语 assistentia ← assistere：ad-（靠近）+ sistere（站立）；sistere 是 stare 的重叠形	help or support given to someone who needs it	他一个人扛不动那头，另一个走过来托住一角，两人同时把它抬离地面	援助/帮助	The charity offers assistance to homeless families. | She walked upstairs without any assistance.	standing beside someone to take part of the load – 站到旁边替人分担一份重量	援助：站到旁边把自己的力气借出去|帮助：同一件事在日常小事上的说法	
W	partner	noun	/ˈpɑːtnə/	pars	part（份，← pars）+ -ner（parçonier 分得一份的人）→ 与你分同一份的那个人	中古英语 partener，由 parcener（共分者）改拼而成 ← 古法语 parçonier ← 拉丁语 partitio（划分）← partire ← pars（部分）	a person who shares work, business, or life with you	两人抬一张长桌，一头一个，谁松手另一头都得压下去	伙伴/合伙人/配偶	She is my business partner.|He came to the party with his partner.	the one who takes a share with you – 与你分同一份的那个人	伙伴：一同做事、共担一摊的人|合伙人：出资分利、共负盈亏的那一方|配偶：共过日子、分同一份家当的人	
W	party	noun	/ˈpɑːti/	pars	part（分开，← pars）+ -y → 从整体分出来的那一伙人，或聚在一处的那一伙	古法语 partie（部分、一方）← partir（分开）← 拉丁语 partire ← pars（部分）	a group with shared aims, one side in an agreement, or a social gathering	一屋子人自然分成几堆，各堆手里端着同一种颜色的杯子	党/一方/聚会	The ruling party won again.|They threw a party for her birthday.	a set split off from the whole – 从整体里分出来的那一伙	党：主张相同、从众人里分出来的那一群|一方：契约或纠纷里对立的其中一边|聚会：一伙人聚在一处吃喝说笑	
W	portion	noun	/ˈpɔːʃn/	pars	portio（份，与 pars 同源）+ -ion → 按份切开后各得的那一块	古法语 porcion ← 拉丁语 portio（一份、份额），与 pars / partis（部分）同源；与 portare（运送）无关，同批族头误指为运送一支	a part or share of something, especially of food	一锅粥盛成六碗，每碗到同一道花纹处就停勺	一份/部分	She ate only a small portion of the rice.|Each child gets an equal portion.	the share that falls to one – 按份分下来落到各人手里的那一块	一份：分给一个人的那个量，多用于食物|部分：整体里的一块，不是全部	
W	sport	noun / verb	/spɔːt/	portus	des-（离开）+ port（搬运，← portare）→ desporter：把心思从正事上搬开 → 消遣，后专指比力气的那类玩法	古法语 desporter（消遣、使人开心）：des-（离开）＋porter（搬、带）← 拉丁语 deportare ← portare（运送）；英语先作 disport，后截短为 sport	a physical game or activity done for exercise or pleasure	下午四点操场上人跑成一片，书包全扔在树底下	运动/体育/消遣	Football is his favourite sport.|They played sport every afternoon.	carrying the mind away from work – 把心思从正事上搬开	运动：为了活动身体去做的那类事|体育：有规则、能比高下的那一整套活动|消遣：把注意力从正事上搬开的任何玩法	
W	battery	noun	/ˈbætəri/	battuere	bat（击打，← battuere）+ -ery → 一排炮一下接一下地砸；连排成组这层意思后来落到了蓄电装置上	古法语 batterie（击打、一组炮）← batre（打）← 拉丁语 battuere（击打）	a device that stores electricity, a set of guns, or the crime of hitting someone	城墙外一排铁炮轮着响，隔几秒就有一发砸在同一处	电池/炮组/殴打	The car battery is flat again.|He was charged with assault and battery.	a row of things delivering blow after blow – 一排东西一下接一下地砸出去	电池：一组单元串在一处连续供电，'连排成组'那层留了下来|炮组：连排在一起、轮番开火的那些火炮|殴打：法律上指一下下动手打人	
W	circulate	verb	/ˈsɜːkjəleɪt/	circulus	circul（小环，← circulus）+ -ate → 沿着环走一圈，又回到起点	拉丁语 circulari（成环、绕行）← circulus（小环）← circus（圆圈）	to move round a closed path, or to pass from person to person	暖气管里的水从锅炉出去，绕过一圈屋子又回到锅炉口	循环/流通/传阅	Blood circulates through the body.|The rumour circulated fast.	going round and coming back to the start – 绕一圈回到出发那一点	循环：沿闭合的路一圈圈走，回到原处再来|流通：钱或空气在一个范围里来回走动|传阅：一份东西在人手里挨个转一遍	
W	cultivate	verb	/ˈkʌltɪveɪt/	colere	cult（耕作、照管，← colere）+ -ivate → 年年翻这块地、照管到它长出东西；本事和关系也这么养	中世纪拉丁语 cultivare ← cultivus（可耕的）← 拉丁语 cultus ← colere（耕作、住下照管）	to prepare and use land for crops, or to develop something by care	一块荒地被人年年翻整，第三季垄上冒出成片的苗	耕种/培养/结交	They cultivate rice on the hillside.|She cultivated a habit of reading.	tending the same ground until it yields – 守着同一块地照管到它出东西	耕种：翻土下种，把生地做熟|培养：像照管地一样，把习惯或本事养出来|结交：花心思一点点把关系养起来	
W	offensive	adjective / noun	/əˈfensɪv/	fendere	of-（ob- 的变体，对着）+ fens（击，← -fendere）+ -ive → 一下撞到人身上的，或主动打出去的那一路	古法语 offensif ← 中世纪拉丁语 offensivus ← 拉丁语 offendere（撞上、触犯）：ob-（朝向）＋-fendere（击）	causing anger or hurt, or connected with attacking	一句话出口，屋里人脸色都变了，被说的那个站起来就往外走	无礼的/令人不快的/攻势的	His remarks were deeply offensive.|The army launched an offensive at dawn.	a blow struck at someone – 朝人身上打出去的那一下	无礼的：话或举动像迎面一击，撞了人|令人不快的：气味、画面之类让人受不了|攻势的：属于主动进攻那一路，与守相对	
W	gender	noun	/ˈdʒendə/	gen	gen（生、种类）+ -der（← genus 的斜格 gener-）→ 按'生成哪一类'分出来的那一档	古法语 gendre（种类）← 拉丁语 genus（属格 generis：种、类），与 gignere（生）同支	the state of being male or female, or a class of nouns in grammar	表格上那一栏只给两个方框，填表的人在其中一个里打了勾	性别/语法性	The form asks for your gender.|German nouns have three genders.	which kind a thing was born into – 生来被归进哪一类	性别：人或动物按雌雄分成的那一类|语法性：某些语言里名词分成的阴阳中几类	
W	just	adjective / adverb	/dʒʌst/	jus	just（合于法的，← jus 法、准）→ 不偏不倚、正对准 → 恰好、刚刚	古法语 juste ← 拉丁语 justus（合法的、正当的）← jus（法、权利）；副词'恰好、刚才'义由'正对准'引申	exactly or only, or acting in a fair way	秤杆抬起来，两头齐平，指针停在正中那一道刻线上	恰好/仅仅/公正的	She left just a minute ago.|It was a just decision.	sitting exactly on the mark – 正落在那道准线上	恰好：不多不少，正对上那个点|仅仅：只到这个限，再没有别的|公正的：依准而断，不偏向任何一边	
W	immune	adjective	/ɪˈmjuːn/	mun	im-（in- 的变体，不）+ mune（公共职役，← munus）→ 不必分担那一份 → 免于，进而指外物侵不进来	拉丁语 immunis（免役的、免税的）：in-（不）＋munus（公共职役、赋税）；munus 也是 communis（共有的）的后一半	protected against a disease, or free from something unpleasant	一村人都摊派了徭役，只有一户门上贴着条子，收册的人过门不入	免疫的/不受影响的	She is immune to measles.|He seems immune to criticism.	left out of the common burden – 公共那一份摊派不到他身上	免疫的：身体里已有防备，病侵不进来|不受影响的：外面的压力或指责落不到身上	
W	nursery	noun	/ˈnɜːsəri/	nutrire	nurs（喂养、照看，← nutrire）+ -ery（处所）→ 专管把小的喂大的那个地方	古法语 norricerie（哺育之处）← norrice（奶妈）← 晚期拉丁语 nutricia ← 拉丁语 nutrire（喂养、养大）	a place where young children are looked after, or where plants are raised	一排小床挨着窗，墙角摞着奶瓶；另一处棚下一格格小盆里插着刚发芽的枝	托儿所/苗圃/育儿室	She leaves the baby at a nursery.|They bought the tree from a nursery.	the room where small things are fed until they grow – 专门把小的喂大的那个地方	托儿所：白天替人看小孩、喂饭哄睡的地方|苗圃：把树苗一格格养到能移栽的那片地|育儿室：家里专给婴儿睡和喂的那间屋	
W	supply	verb / noun	/səˈplaɪ/	plere	sup-（sub- 的变体，从下面）+ ply（填满，← plere）→ 从底下把缺的那块添齐	中古英语 supplien ← 古法语 souploier / soupleer ← 拉丁语 supplere（补足、填满）：sub-（从下）＋plere（填满）	to give someone something they need, or the amount available	货架上空出一段，理货员从后仓推来一车，一件件把那段填平	供应/补给/供应量	The town supplies water to nearby villages.|Food supplies ran low.	filling up from underneath what is short – 从底下把缺的那块添齐	供应：把别人缺的东西送到手|补给：往已经见底的那一份里续上|供应量：眼下能拿出来的那个总数	
W	republican	adjective / noun	/rɪˈpʌblɪkən/	publicus	re（res 的变体，事物）+ public（属于众人的，← publicus）+ -an → 主张国事归众人的那一派或那种人	法语 républicain ← republic ← 拉丁语 res publica：res（事物）＋publica（公共的）← publicus ← populus（人民）	supporting a state without a monarch, or a member of such a party	广场上一群人把王冠的画像取下来，换上一张写满签名的纸	共和的/共和派/共和党人	He holds strong republican views.|She votes Republican every time.	holding that the state's business belongs to all – 国事是众人之事	共和的：国家不设君主，权由众人所出|共和派：主张这一套政体的那一群人|共和党人：某国共和党的成员或支持者	
W	preside	verb	/prɪˈzaɪd/	sedere	pre-（在前）+ side（坐，← sedere）→ 坐在众人前面那个位子上掌事	拉丁语 praesidere（坐在前面、主持）：prae-（在前）＋sedere（坐）	to be in charge of a meeting or ceremony	长桌一端那把椅子空着，直到有人走过去坐下，众人才安静	主持/担任主席	The judge presided over the trial.|She presided at the annual meeting.	sitting in the seat at the front – 坐在最前面那个位子上	主持：坐在前面掌着一场会或仪式的进程|担任主席：正式占着那个首位的职分	
W	retention	noun	/rɪˈtenʃn/	tain	re-（往回、持续）+ tent（握住，← tenere）+ -ion → 一直攥着不放这件事	拉丁语 retentio（保持、扣住）← retentus ← retinere：re-（往回）＋tenere（握住）	the act of keeping something rather than losing it or giving it up	一只手把绳头攥在掌心，另一头有人拽，掌心的绳一寸也没滑出去	保持/记忆力/滞留	The school works on staff retention.|Water retention made her ankles swell.	keeping a grip and not letting go – 攥住不放开	保持：把人或物留在手里，不让它流失|记忆力：把学过的东西攥住不忘的那份能力|滞留：本该排出去的东西留在体内没走	
W	synthetic	adjective	/sɪnˈθetɪk/	tithenai	syn-（一起）+ thet（放置，← tithenai）+ -ic → 把几样东西放到一处拼成的，不是自己长出来的	法语 synthétique ← 希腊语 sunthetikos（善于组合的）← suntithenai：sun-（一起）＋tithenai（放置）	made by combining substances, rather than produced naturally	一块布摸上去比棉滑，烧一角起了黑珠，不成灰	合成的/人造的	The jacket is made of synthetic fibre.|This rubber is synthetic.	put together out of separate parts – 由几样东西凑放到一处做成	合成的：把几种物质放到一起造出来的|人造的：不是自然生成，人手拼出来的那种	
W	turbulent	adjective	/ˈtɜːbjələnt/	turba	turb（搅乱、旋动，← turba）+ -ulent（多…的）→ 里头一直翻着旋涡，静不下来	拉丁语 turbulentus（骚动的、混乱的）← turba（拥挤的人群、混乱）	moving in a violent, unsteady way, or full of disorder	飞机进了云层，杯里的水一路往外泼，机身上下颠了几十下	湍急的/动荡的/骚乱的	The plane hit turbulent air.|They lived through turbulent years.	churning without ever settling – 里头一直翻搅，定不下来	湍急的：水或气流卷着旋涡乱冲|动荡的：一段时期里局面反复翻覆|骚乱的：人群挤成一团，秩序散掉	
W	disregard	verb / noun	/ˌdɪsrɪˈɡɑːd/	wardon	dis-（取消）+ re-（再）+ gard（看守、注目，← *wardon）→ 把那道目光收回去，看也不看	dis-（取消）＋regard ← 古法语 regarder（注视）：re-（再）＋garder（看守）← 法兰克语 *wardon（守望）	to pay no attention to something, or a lack of attention	桌上那张通知他扫了一眼就推到一边，继续写自己的东西	忽视/不顾/漠视	He disregarded the doctor's advice.|She showed complete disregard for the rules.	taking the eyes off it on purpose – 把目光收回去，不再看它	忽视：该看的没看，把它放过去了|不顾：明知有规矩或危险还是不管|漠视：知道却当没看见，态度上不当回事	
W	minus	preposition / noun / adjective	/ˈmaɪnəs/	minus-less	拉丁语 minus（更小、更少）直接入英语 → 让数目变小的那个记号 → 减去	拉丁语 minus（更少、更小），minor（更小的）的中性比较级；数学用法 15 世纪自拉丁语算书借入	used to show that one number is being subtracted from another	账单上一行写着 100 减 20，笔尖点在那道短横上，数目往下走	减去/负的/不利之处	Seven minus three equals four.|The plan has one minus we should discuss.	reduction by an amount – 从一个量里取走一部分	介词义「减去」是本义：拉丁语 minus 就是「更少」；名词义「不利之处」由「负号那一侧」引申，指一件事在账面上往下拉的那一项；形容词义「负的」直接取算术符号本身	
